cod_distrito,cod_concelho,cod_localidade,nome_localidade,cod_arteria,tipo_arteria,prep1,titulo_arteria,prep2,nome_arteria,local_arteria,troco,porta,cliente,num_cod_postal,ext_cod_postal,desig_postal
13,12,38332,Porto,12791213,Rua,do,,,Monte dos Burgos,,Impares de 9 a 21,,,4250,315,PORTO
13,12,38332,Porto,12791213,Rua,do,,,Monte dos Burgos,,Pares de 422 a 422,,,4250,310,PORTO
13,12,38332,Porto,12791213,Rua,do,,,Monte dos Burgos,,Pares de 470 a 652,,,4250,311,PORTO
13,12,38332,Porto,12791213,Rua,do,,,Monte dos Burgos,,Pares de 686 a 710,,,4250,312,PORTO
13,12,38332,Porto,12791213,Rua,do,,,Monte dos Burgos,,Pares de 730 a 964,,,4250,313,PORTO
13,12,38332,Porto,12791213,Rua,do,,,Monte dos Burgos,,Pares de 8 a 338,,,4250,309,PORTO
13,12,38332,Porto,12791213,Rua,do,,,Monte dos Burgos,,Pares de 984 a 1116,,,4250,314,PORTO
13,12,38332,Porto,12791213,Rua,do,,,Monte dos Burgos,,,470,SOCIEDADE DE EMPREITADAS ADRIANO SA,4269,001,PORTO
13,12,38332,Porto,12801213,Rua,,,,Monte de Campanhã,,Impares de 3 a 255,,,4300,349,PORTO
13,12,38332,Porto,12801213,Rua,,,,Monte de Campanhã,,Pares de 34 a 108,,,4300,348,PORTO
13,12,38332,Porto,12811213,Escadas,,,,Monte Cativo,,,,,4050,396,PORTO
13,12,38332,Porto,1281213,Rua,,,,Âncora,Bairro das Condominhas,,,,4150,066,PORTO
13,12,38332,Porto,12821213,Rua,do,,,Monte Cativo,,Impares de 15 a 247,,,4050,401,PORTO
13,12,38332,Porto,12821213,Rua,do,,,Monte Cativo,,Impares de 265 a 363,,,4050,402,PORTO
13,12,38332,Porto,12821213,Rua,do,,,Monte Cativo,,Impares de 385 a 471,,,4050,403,PORTO
13,12,38332,Porto,12821213,Rua,do,,,Monte Cativo,,Pares de 142 a 192,,,4050,398,PORTO
13,12,38332,Porto,12821213,Rua,do,,,Monte Cativo,,Pares de 2 a 138,,,4050,397,PORTO
13,12,38332,Porto,12821213,Rua,do,,,Monte Cativo,,Pares de 232 a 360,,,4050,399,PORTO
13,12,38332,Porto,12821213,Rua,do,,,Monte Cativo,,Pares de 400 a 476,,,4050,400,PORTO
13,12,38332,Porto,12831213,Rua,,,,Monte dos Congregados,,Impares de 7 a 109,,,4000,339,PORTO
13,12,38332,Porto,12831213,Rua,,,,Monte dos Congregados,,Pares de 8 a 112,,,4000,338,PORTO
13,12,38332,Porto,12841213,Travessa,do,,,Monte dos Congregados,,,,,4000,340,PORTO
13,12,38332,Porto,12851213,Caminho,,,,Monte da Costa,,,,,4350,236,PORTO
13,12,38332,Porto,12861213,Rua,,,,Monte da Costa,,,,,4350,237,PORTO
13,12,38332,Porto,12891213,Rua,,,,Monte da Estação,,EDF Centro Campanhã Porta B,,,4300,341,PORTO
13,12,38332,Porto,12891213,Rua,,,,Monte da Estação,,Impares de 123 a 163,,,4300,344,PORTO
13,12,38332,Porto,12891213,Rua,,,,Monte da Estação,,Impares de 175 a 227,,,4300,345,PORTO
13,12,38332,Porto,12891213,Rua,,,,Monte da Estação,,Impares de 241 a 399,,,4300,346,PORTO
13,12,38332,Porto,12891213,Rua,,,,Monte da Estação,,Impares de 33 a 115,,,4300,343,PORTO
13,12,38332,Porto,12891213,Rua,,,,Monte da Estação,,Pares de 190 a 394,,,4300,342,PORTO
13,12,38332,Porto,12891213,Rua,,,,Monte da Estação,,,175,MÁRIO GONÇALVES LDA,4349,023,PORTO
13,12,38332,Porto,12891213,Rua,,,,Monte da Estação,,,274,EMPRESA DE GRANITOS POLIDOS E CANTARIAS LDA,4349,021,PORTO
13,12,38332,Porto,12891213,Rua,,,,Monte da Estação,,,306,MALHA PRODUTORA LDA,4349,028,PORTO
13,12,38332,Porto,12901213,Travessa,,,,Monte da Estação,,,,,4300,347,PORTO
13,12,38332,Porto,1291213,Rua,,,,Andorinhas,Bairro de Santo Eugénio,Escola Primária,,,4250,036,PORTO
13,12,38332,Porto,1291213,Rua,,,,Andorinhas,Bairro de Santo Eugénio,Impares de 7 a 187,,,4250,037,PORTO
13,12,38332,Porto,1291213,Rua,,,,Andorinhas,Bairro de Santo Eugénio,Pares de 4 a 188,,,4250,036,PORTO
13,12,38332,Porto,12921213,Escadas,,,,Monte dos Judeus,,,,,4050,408,PORTO
13,12,38332,Porto,12941213,Rua,,,,Monte dos Judeus,,Impares de 1 a 85,,,4050,412,PORTO
13,12,38332,Porto,12941213,Rua,,,,Monte dos Judeus,,Pares de 22 a 50,,,4050,410,PORTO
13,12,38332,Porto,12941213,Rua,,,,Monte dos Judeus,,Pares de 52 a 78,,,4050,411,PORTO
13,12,38332,Porto,12951213,Calçada,do,,,Monte da Lapa,,,,,4050,404,PORTO
13,12,38332,Porto,12961213,Rua,do,,,Monte da Lapa,,Impares de 11 a 143,,,4050,406,PORTO
13,12,38332,Porto,12961213,Rua,do,,,Monte da Lapa,,Pares de 30 a 144,,,4050,405,PORTO
13,12,38332,Porto,12971213,Travessa,do,,,Monte da Lapa,,,,,4050,407,PORTO
13,12,38332,Porto,12981213,Travessa,,,,Monte Louro,,Impares de 7 a 93,,,4250,322,PORTO
13,12,38332,Porto,12981213,Travessa,,,,Monte Louro,,Pares de 22 a 104,,,4250,321,PORTO
13,12,38332,Porto,12991213,Rua,,,,Monte da Luz,,Impares de 1 a 35,,,4150,506,PORTO
13,12,38332,Porto,12991213,Rua,,,,Monte da Luz,,Impares de 43 a 63B,,,4150,507,PORTO
13,12,38332,Porto,12991213,Rua,,,,Monte da Luz,,Pares de 10 a 32,,,4150,504,PORTO
13,12,38332,Porto,12991213,Rua,,,,Monte da Luz,,Pares de 40 a 60,,,4150,505,PORTO
13,12,38332,Porto,13001213,Travessa,,,,Monte da Luz,,,,,4150,508,PORTO
13,12,38332,Porto,13011213,Rua,,,,Monte Pedral,,,,,4050,413,PORTO
13,12,38332,Porto,1301213,Rua,,,,André Álvares de Almada,Bairro Marechal Gomes da Costa,,,,4150,067,PORTO
13,12,38332,Porto,13021213,Viela,,,,Monte da Pena,,,,,4150,510,PORTO
13,12,38332,Porto,13031213,Rua,,,,Monte de Ramalde,,Impares de 237 a 329A,,,4250,307,PORTO
13,12,38332,Porto,13031213,Rua,,,,Monte de Ramalde,,Impares de 91 a 223,,,4250,306,PORTO
13,12,38332,Porto,13031213,Rua,,,,Monte de Ramalde,,Pares de 280 a 352,,,4250,305,PORTO
13,12,38332,Porto,13031213,Rua,,,,Monte de Ramalde,,Pares de 30 a 250,,,4250,304,PORTO
13,12,38332,Porto,13041213,Travessa,,,,Monte de Ramalde,,,,,4250,308,PORTO
13,12,38332,Porto,13051213,Calçada,,,,Monte de São João,,,,,4200,405,PORTO
13,12,38332,Porto,13061213,Rua,,,,Monte de São João,,,,,4200,406,PORTO
13,12,38332,Porto,13071213,Travessa,,,,Monte de São João,,Impares de 243 a 337A,,,4200,409,PORTO
13,12,38332,Porto,13071213,Travessa,,,,Monte de São João,,Pares de 20 a 270,,,4200,408,PORTO
13,12,38332,Porto,13091213,Rua,,,,Monte Tadeu,,Impares de 9 a 153,,,4000,342,PORTO
13,12,38332,Porto,13091213,Rua,,,,Monte Tadeu,,Pares de 2 a 170,,,4000,341,PORTO
13,12,38332,Porto,13101213,Travessa,,,,Monte Tadeu,,,,,4000,343,PORTO
13,12,38332,Porto,13111213,Rua,,,,Montebelo,,Impares de 113 a 189,,,4150,514,PORTO
13,12,38332,Porto,13111213,Rua,,,,Montebelo,,Impares de 15 a 97B,,,4150,513,PORTO
13,12,38332,Porto,13111213,Rua,,,,Montebelo,,Pares de 132 a 142,,,4150,512,PORTO
13,12,38332,Porto,13111213,Rua,,,,Montebelo,,Pares de 2 a 130B,,,4150,511,PORTO
13,12,38332,Porto,1311213,Rua,,,,André de Resende,,Impares de 111 a 267,,,4150,069,PORTO
13,12,38332,Porto,1311213,Rua,,,,André de Resende,,Pares de 2 a 280,,,4150,068,PORTO
13,12,38332,Porto,131213,Rua,,Actor,,Eduardo Brazão,,,,,4200,276,PORTO
13,12,38332,Porto,13131213,Rua,,,,Montes Claros,Bairro São Roque da Lameira,,,,4350,238,PORTO
13,12,38332,Porto,13141213,Avenida,de,,,Montevideu,,Centro de Dia da Freguesia de Nevogilde,,,4150,519,PORTO
13,12,38332,Porto,13141213,Avenida,de,,,Montevideu,,Estação Zoológica Maritima Doutor Augusto Nobre,,,4150,519,PORTO
13,12,38332,Porto,13141213,Avenida,de,,,Montevideu,,Impares de 405 a 405,,,4150,516,PORTO
13,12,38332,Porto,13141213,Avenida,de,,,Montevideu,,Impares de 705 a 705,,,4150,517,PORTO
13,12,38332,Porto,13141213,Avenida,de,,,Montevideu,,Pares de 18 a 580,,,4150,516,PORTO
13,12,38332,Porto,13141213,Avenida,de,,,Montevideu,,Pares de 644 a 764,,,4150,517,PORTO
13,12,38332,Porto,13141213,Avenida,de,,,Montevideu,,Pares de 810 a 904,,,4150,518,PORTO
13,12,38332,Porto,13141213,Avenida,de,,,Montevideu,,Restaurante Homem do Leme,,,4150,519,PORTO
13,12,38332,Porto,13151213,Rua,do,,,Montijo,,,,,4350,239,PORTO
13,12,38332,Porto,13181213,Jardim,,,,Moreda,,,,,4000,344,PORTO
13,12,38332,Porto,13191213,Rua,de,,,Moreira,,Impares de 105 a 217,,,4000,347,PORTO
13,12,38332,Porto,13191213,Rua,de,,,Moreira,,Impares de 247 a 307,,,4000,348,PORTO
13,12,38332,Porto,13191213,Rua,de,,,Moreira,,Impares de 9 a 81C,,,4000,346,PORTO
13,12,38332,Porto,13191213,Rua,de,,,Moreira,,Pares de 20 a 306,,,4000,345,PORTO
13,12,38332,Porto,13201213,Rua,,,,Moreira de Assunção,,Impares de 7 a 121,,,4000,350,PORTO
13,12,38332,Porto,13201213,Rua,,,,Moreira de Assunção,,Pares de 12 a 122,,,4000,349,PORTO
13,12,38332,Porto,13211213,Rua,,,,Moreira de Sá,,,,,4100,352,PORTO
13,12,38332,Porto,1321213,Rua,das,,,Andrezas,,Impares de 159 a 503,,,4100,053,PORTO
13,12,38332,Porto,1321213,Rua,das,,,Andrezas,,Impares de 43 a 75,,,4100,052,PORTO
13,12,38332,Porto,1321213,Rua,das,,,Andrezas,,Pares de 18A a 186,,,4100,050,PORTO
13,12,38332,Porto,1321213,Rua,das,,,Andrezas,,Pares de 304 a 428,,,4100,051,PORTO
13,12,38332,Porto,13221213,Rua,,Morgado,,Mateus,,Impares de 137 a 195,,,4000,335,PORTO
13,12,38332,Porto,13221213,Rua,,Morgado,,Mateus,,Impares de 9 a 129,,,4000,334,PORTO
13,12,38332,Porto,13221213,Rua,,Morgado,,Mateus,,Pares de 2 a 310,,,4000,333,PORTO
13,12,38332,Porto,13231213,Rua,,,,Motas,,Impares de 7 a 181,,,4150,521,PORTO
13,12,38332,Porto,13231213,Rua,,,,Motas,,Pares de 4 a 198,,,4150,520,PORTO
13,12,38332,Porto,13251213,Rua,,,,Mouteira,,,,,4150,523,PORTO
13,12,38332,Porto,13261213,Travessa,,,,Mouteira,,,,,4150,524,PORTO
13,12,38332,Porto,13271213,Praça,,,,Mouzinho de Albuquerque,,Banco Totta e Açores,,,4100,357,PORTO
13,12,38332,Porto,13271213,Praça,,,,Mouzinho de Albuquerque,,Casa da Música,,,4100,357,PORTO
13,12,38332,Porto,13271213,Praça,,,,Mouzinho de Albuquerque,,Portas de 105 a 127,,,4100,359,PORTO
13,12,38332,Porto,13271213,Praça,,,,Mouzinho de Albuquerque,,Portas de 12 a 74,,,4100,357,PORTO
13,12,38332,Porto,13271213,Praça,,,,Mouzinho de Albuquerque,,Portas de 135 a 221,,,4100,360,PORTO
13,12,38332,Porto,13271213,Praça,,,,Mouzinho de Albuquerque,,Portas de 75 a 99,,,4100,358,PORTO
13,12,38332,Porto,13271213,Praça,,,,Mouzinho de Albuquerque,,,74,LOJA CTT BOAVISTA (PORTO),4100,999,PORTO
13,12,38332,Porto,13281213,Rua,de,,,Mouzinho da Silveira,,Impares de 1 a 55,,,4050,419,PORTO
13,12,38332,Porto,13281213,Rua,de,,,Mouzinho da Silveira,,Impares de 157 a 339,,,4050,421,PORTO
13,12,38332,Porto,13281213,Rua,de,,,Mouzinho da Silveira,,Impares de 61 a 155,,,4050,420,PORTO
13,12,38332,Porto,13281213,Rua,de,,,Mouzinho da Silveira,,Pares de 108 a 184,,,4050,416,PORTO
13,12,38332,Porto,13281213,Rua,de,,,Mouzinho da Silveira,,Pares de 190 a 270B,,,4050,417,PORTO
13,12,38332,Porto,13281213,Rua,de,,,Mouzinho da Silveira,,Pares de 272 a 360A,,,4050,418,PORTO
13,12,38332,Porto,13281213,Rua,de,,,Mouzinho da Silveira,,Pares de 6 a 64,,,4050,414,PORTO
13,12,38332,Porto,13281213,Rua,de,,,Mouzinho da Silveira,,Pares de 66 a 94,,,4050,415,PORTO
13,12,38332,Porto,13311213,Beco,,,,Murta,,,,,4150,525,PORTO
13,12,38332,Porto,1331213,Viela,das,,,Andrezas,,,,,4100,054,PORTO
13,12,38332,Porto,13321213,Rua,das,,,Musas,,Impares de 13 a 339,,,4000,353,PORTO
13,12,38332,Porto,13321213,Rua,das,,,Musas,,Pares de 300 a 340,,,4000,352,PORTO
13,12,38332,Porto,13321213,Rua,das,,,Musas,,Pares de 4 a 270,,,4000,351,PORTO
13,12,38332,Porto,13331213,Rua,,,,N'Dola,Bairro do Viso,Impares de 31 a 111,,,4250,330,PORTO
13,12,38332,Porto,13331213,Rua,,,,N'Dola,Bairro do Viso,Pares de 12 a 92,,,4250,329,PORTO
13,12,38332,Porto,13341213,Estrada Nacional,,,,209,,,,,4300,351,PORTO
13,12,38332,Porto,13351213,Rua,,,,Nagasaki,Bairro do Viso,,,,4250,323,PORTO
13,12,38332,Porto,13361213,Rua,,,,Nascente da Colónia do Doutor Manuel Laranjeira,,,,,4200,411,PORTO
13,12,38332,Porto,13371213,Rua,da,,,Natária,,Impares de 17 a 39,,,4250,326,PORTO
13,12,38332,Porto,13371213,Rua,da,,,Natária,,Impares de 43 a 153,,,4250,327,PORTO
13,12,38332,Porto,13371213,Rua,da,,,Natária,,Pares de 104 a 158,,,4250,325,PORTO
13,12,38332,Porto,13371213,Rua,da,,,Natária,,Pares de 2 a 102,,,4250,324,PORTO
13,12,38332,Porto,13381213,Travessa,da,,,Natária,,,,,4250,328,PORTO
13,12,38332,Porto,13391213,Rua,,,,Nau São Gabriel,,,,,4350,240,PORTO
13,12,38332,Porto,13401213,Rua,,,,Nau São Rafael,,Impares de 5 a 135,,,4350,242,PORTO
13,12,38332,Porto,13401213,Rua,,,,Nau São Rafael,,Pares de 10 a 354,,,4350,241,PORTO
13,12,38332,Porto,13411213,Rua,,,,Nau Trindade,,Impares de 169 a 269,,,4000,356,PORTO
13,12,38332,Porto,13411213,Rua,,,,Nau Trindade,,Impares de 23 a 157,,,4000,355,PORTO
13,12,38332,Porto,13411213,Rua,,,,Nau Trindade,,Pares de 4 a 284,,,4000,354,PORTO
13,12,38332,Porto,1341213,Rua,,,,Anémonas,Bairro do Amial,,,,4250,038,PORTO
13,12,38332,Porto,13421213,Rua,da,,,Nau Vitória,,Impares de 1301 a 1389,,,4350,248,PORTO
13,12,38332,Porto,13421213,Rua,da,,,Nau Vitória,,Impares de 1599 a 1811,,,4350,249,PORTO
13,12,38332,Porto,13421213,Rua,da,,,Nau Vitória,,Impares de 667 a 1023,,,4350,247,PORTO
13,12,38332,Porto,13421213,Rua,da,,,Nau Vitória,,Pares de 1560 a 1692,,,4350,246,PORTO
13,12,38332,Porto,13421213,Rua,da,,,Nau Vitória,,Pares de 624 a 814,,,4350,243,PORTO
13,12,38332,Porto,13421213,Rua,da,,,Nau Vitória,,Pares de 840 a 1102,,,4350,244,PORTO
13,12,38332,Porto,13431213,Rua,de,,,Naulila,,Igreja das Antas,,,4200,412,PORTO
13,12,38332,Porto,13431213,Rua,de,,,Naulila,,Impares de 29 a 317,,,4200,413,PORTO
13,12,38332,Porto,13431213,Rua,de,,,Naulila,,Pares de 14 a 312,,,4200,412,PORTO
13,12,38332,Porto,13431213,Rua,de,,,Naulila,,PSP - Esquadra,,,4200,412,PORTO
13,12,38332,Porto,13441213,Rua,,,,Navas de Tolosa,,Impares de 69 a 215,,,4350,252,PORTO
13,12,38332,Porto,13441213,Rua,,,,Navas de Tolosa,,Pares de 16 a 162,,,4350,250,PORTO
13,12,38332,Porto,13441213,Rua,,,,Navas de Tolosa,,Pares de 180 a 250A,,,4350,251,PORTO
13,12,38332,Porto,13451213,Rua,,,,Navegantes,,Impares de 51 a 245,,,4000,358,PORTO
13,12,38332,Porto,13451213,Rua,,,,Navegantes,,Pares de 24 a 228,,,4000,357,PORTO
13,12,38332,Porto,13461213,Travessa,,,,Navegantes,,,,,4000,359,PORTO
13,12,38332,Porto,13471213,Rua,,,,Nazaré,Bairro das Condominhas,,,,4150,526,PORTO
13,12,38332,Porto,13481213,Rua,,,,Neiva,,,,,4200,414,PORTO
13,12,38332,Porto,1348370000,Travessa,do,,,Bairro da Areosa,,,,,4200,109,PORTO
13,12,38332,Porto,13491213,Rua,de,,,Nevala,,Impares de 27 a 185,,,4200,416,PORTO
13,12,38332,Porto,13491213,Rua,de,,,Nevala,,Pares de 14 a 204,,,4200,415,PORTO
13,12,38332,Porto,13501213,Largo,,,,Nevogilde,,,,,4150,527,PORTO
13,12,38332,Porto,13511213,Rua,,,,Nevogilde,,,,,4150,528,PORTO
13,12,38332,Porto,1351213,Rua,de,,,Angola,,Centro Social,,,4100,055,PORTO
13,12,38332,Porto,1351213,Rua,de,,,Angola,,Impares de 281 a 361,,,4100,058,PORTO
13,12,38332,Porto,1351213,Rua,de,,,Angola,,Impares de 63 a 139,,,4100,057,PORTO
13,12,38332,Porto,1351213,Rua,de,,,Angola,,Infantário,,,4100,057,PORTO
13,12,38332,Porto,1351213,Rua,de,,,Angola,,Pares de 200 a 378,,,4100,056,PORTO
13,12,38332,Porto,1351213,Rua,de,,,Angola,,Pares de 50 a 198,,,4100,055,PORTO
13,12,38332,Porto,13521213,Travessa,,,,Nevogilde,,,,,4150,529,PORTO
13,12,38332,Porto,13531213,Rua,,,,Niassa,,Impares de 15 a 209,,,4250,332,PORTO
13,12,38332,Porto,13531213,Rua,,,,Niassa,,Pares de 2 a 204,,,4250,331,PORTO
13,12,38332,Porto,13551213,Rua,,,,Nicolau Coelho,Bairro da Pasteleira,Impares de 25 a 145,,,4150,531,PORTO
13,12,38332,Porto,13551213,Rua,,,,Nicolau Coelho,Bairro da Pasteleira,Pares de 24 a 128,,,4150,530,PORTO
13,12,38332,Porto,13561213,Rua,de,,,Nicolau Marques Guedes,,Impares de 33 a 137,,,4250,334,PORTO
13,12,38332,Porto,13561213,Rua,de,,,Nicolau Marques Guedes,,Pares de 22 a 84,,,4250,333,PORTO
13,12,38332,Porto,13581213,Largo,da,,,Noeda,,,,,4300,352,PORTO
13,12,38332,Porto,13591213,Rua,,,,Noeda,,,,,4300,353,PORTO
13,12,38332,Porto,13601213,Rua,,,,Nogueiras,Bairro de Ramalde,,,,4100,362,PORTO
13,12,38332,Porto,13611213,Rua,,Nossa Senhora,do,Calvário,,,,,4300,357,PORTO
13,12,38332,Porto,1361213,Rua,,,,Aníbal Cunha,,Impares de 185 a 271,,,4050,049,PORTO
13,12,38332,Porto,1361213,Rua,,,,Aníbal Cunha,,Impares de 19 a 175,,,4050,048,PORTO
13,12,38332,Porto,1361213,Rua,,,,Aníbal Cunha,,Pares de 164 a 290,,,4050,047,PORTO
13,12,38332,Porto,1361213,Rua,,,,Aníbal Cunha,,Pares de 4 a 158,,,4050,046,PORTO
13,12,38332,Porto,1361213,Rua,,,,Aníbal Cunha,,,164,FACULDADE DE FARMÁCIA,4099,030,PORTO
13,12,38332,Porto,13621213,Rua,,Nossa Senhora,de,Fátima,,Igreja Nossa Senhora de Fátima,,,4050,425,PORTO
13,12,38332,Porto,13621213,Rua,,Nossa Senhora,de,Fátima,,Impares de 13 a 185,,,4050,427,PORTO
13,12,38332,Porto,13621213,Rua,,Nossa Senhora,de,Fátima,,Impares de 231 a 505,,,4050,428,PORTO
13,12,38332,Porto,13621213,Rua,,Nossa Senhora,de,Fátima,,Pares de 218 a 512,,,4050,426,PORTO
13,12,38332,Porto,13621213,Rua,,Nossa Senhora,de,Fátima,,Pares de 28 a 186,,,4050,425,PORTO
13,12,38332,Porto,13631213,Rua,,Nossa Senhora,da,Silva,,Impares de 13 a 207,,,4100,364,PORTO
13,12,38332,Porto,13631213,Rua,,Nossa Senhora,da,Silva,,Pares de 28 a 176,,,4100,363,PORTO
13,12,38332,Porto,13641213,Rua,,,,Nova Alfândega,,Alfândega Velha,,,4050,429,PORTO
13,12,38332,Porto,13641213,Rua,,,,Nova Alfândega,,Portas de 1 a 39,,,4050,430,PORTO
13,12,38332,Porto,13641213,Rua,,,,Nova Alfândega,,Portas de 62 a 117,,,4050,431,PORTO
13,12,38332,Porto,13651213,Rua,,,,Nova de Azevedo,,,,,4300,363,PORTO
13,12,38332,Porto,13661213,Rua,,,,Nova da Corujeira,,Impares de 1 a 103,,,4300,360,PORTO
13,12,38332,Porto,13661213,Rua,,,,Nova da Corujeira,,Pares de 8 a 70,,,4300,359,PORTO
13,12,38332,Porto,13671213,Travessa,,,,Nova do Covelo,,Impares de 27 a 105,,,4200,418,PORTO
13,12,38332,Porto,13671213,Travessa,,,,Nova do Covelo,,Pares de 8 a 90,,,4200,417,PORTO
13,12,38332,Porto,13681213,Travessa,,,,Nova de Currais,,,,,4350,254,PORTO
13,12,38332,Porto,13691213,Travessa,,,,Nova da Estação,,,,,4300,361,PORTO
13,12,38332,Porto,1371213,Viela,do,,,Anjo,,,,,4050,050,PORTO
13,12,38332,Porto,13721213,Travessa,,,,Nova Pinheiro de Campanhã,,,,,4300,364,PORTO
13,12,38332,Porto,13731213,Rua,,,,Nova do Regado,,Impares de 139 a 299,,,4250,337,PORTO
13,12,38332,Porto,13731213,Rua,,,,Nova do Regado,,Impares de 307 a 355,,,4250,338,PORTO
13,12,38332,Porto,13731213,Rua,,,,Nova do Regado,,Pares de 30 a 344,,,4250,335,PORTO
13,12,38332,Porto,13741213,Rua,,,,Nova do Rio,,,,,4200,419,PORTO
13,12,38332,Porto,13751213,Rua,,,,Nova de São Crispim,,Impares de 11 a 269,,,4000,364,PORTO
13,12,38332,Porto,13751213,Rua,,,,Nova de São Crispim,,Impares de 281 a 353,,,4000,365,PORTO
13,12,38332,Porto,13751213,Rua,,,,Nova de São Crispim,,Impares de 389 a 495,,,4000,366,PORTO
13,12,38332,Porto,13751213,Rua,,,,Nova de São Crispim,,Pares de 182 a 516B,,,4000,363,PORTO
13,12,38332,Porto,13751213,Rua,,,,Nova de São Crispim,,Pares de 36 a 116,,,4000,362,PORTO
13,12,38332,Porto,13751213,Rua,,,,Nova de São Crispim,,,380,ADMINISTRAÇÃO REGIONAL DE SAÚDE,4049,002,PORTO
13,12,38332,Porto,13761213,Calçada,,,,Nova Sintra,,,,,4300,368,PORTO
13,12,38332,Porto,13781213,Travessa,,,,Nova Sintra,,Impares de 261 a 335,,,4300,373,PORTO
13,12,38332,Porto,13781213,Travessa,,,,Nova Sintra,,Impares de 55 a 217,,,4300,372,PORTO
13,12,38332,Porto,13781213,Travessa,,,,Nova Sintra,,Pares de 274 a 326,,,4300,371,PORTO
13,12,38332,Porto,13781213,Travessa,,,,Nova Sintra,,Pares de 30 a 44,,,4300,369,PORTO
13,12,38332,Porto,13781213,Travessa,,,,Nova Sintra,,Pares de 60 a 236,,,4300,370,PORTO
13,12,38332,Porto,13791213,Rua,,,,Nova do Tronco,,Igreja da Imacula da Conceição,,,4250,339,PORTO
13,12,38332,Porto,13791213,Rua,,,,Nova do Tronco,,Impares de 23 a 737,,,4250,340,PORTO
13,12,38332,Porto,13791213,Rua,,,,Nova do Tronco,,Pares de 72 a 726,,,4250,339,PORTO
13,12,38332,Porto,13801213,Travessa,,,,Nova do Vale Formoso,,,,,4250,341,PORTO
13,12,38332,Porto,13811213,Praça,de,,,Nove de Abril,,,349,UNIVERSIDADE FERNANDO PESSOA,4249,004,PORTO
13,12,38332,Porto,13811213,Praça,de,,,Nove de Abril,,,,,4200,422,PORTO
13,12,38332,Porto,13821213,Rua,de,,,Nove de Abril,,Impares de 11 a 213,,,4250,347,PORTO
13,12,38332,Porto,13821213,Rua,de,,,Nove de Abril,,Impares de 1153 a 1173,,,4250,353,PORTO
13,12,38332,Porto,13821213,Rua,de,,,Nove de Abril,,Impares de 253 a 483,,,4250,348,PORTO
13,12,38332,Porto,13821213,Rua,de,,,Nove de Abril,,Impares de 515 a 593,,,4250,349,PORTO
13,12,38332,Porto,13821213,Rua,de,,,Nove de Abril,,Impares de 617 a 685,,,4250,350,PORTO
13,12,38332,Porto,13821213,Rua,de,,,Nove de Abril,,Impares de 725 a 731,,,4250,351,PORTO
13,12,38332,Porto,13821213,Rua,de,,,Nove de Abril,,Impares de 831 a 973,,,4250,352,PORTO
13,12,38332,Porto,13821213,Rua,de,,,Nove de Abril,,Pares de 1164 a 1256,,,4250,346,PORTO
13,12,38332,Porto,13821213,Rua,de,,,Nove de Abril,,Pares de 28 a 374,,,4250,342,PORTO
13,12,38332,Porto,13821213,Rua,de,,,Nove de Abril,,Pares de 480 a 688,,,4250,344,PORTO
13,12,38332,Porto,13821213,Rua,de,,,Nove de Abril,,Pares de 716 a 912,,,4250,345,PORTO
13,12,38332,Porto,13831213,Travessa,de,,,Nove de Abril,,,,,4250,354,PORTO
13,12,38332,Porto,13841213,Rua,de,,,Nove de Julho,,Impares de 159 a 293,,,4050,436,PORTO
13,12,38332,Porto,13841213,Rua,de,,,Nove de Julho,,Impares de 321 a 387,,,4250,356,PORTO
13,12,38332,Porto,13841213,Rua,de,,,Nove de Julho,,Impares de 9 a 145,,,4050,435,PORTO
13,12,38332,Porto,13841213,Rua,de,,,Nove de Julho,,Pares de 194 a 218A,,,4050,434,PORTO
13,12,38332,Porto,13841213,Rua,de,,,Nove de Julho,,Pares de 2 a 130,,,4050,433,PORTO
13,12,38332,Porto,13841213,Rua,de,,,Nove de Julho,,Pares de 266 a 350,,,4250,355,PORTO
13,12,38332,Porto,1386980000,Rua,,Engenheiro,,Nuno de Meireles,,,,,4250,141,PORTO
13,12,38332,Porto,13911213,Rua,de,,,O Primeiro de Janeiro,,Campo Desportivo,,,4100,367,PORTO
13,12,38332,Porto,13911213,Rua,de,,,O Primeiro de Janeiro,,Escola Secundária Clara Resende,,,4100,367,PORTO
13,12,38332,Porto,13911213,Rua,de,,,O Primeiro de Janeiro,,Escola Secundária Fontes Pereira de Melo,,,4100,367,PORTO
13,12,38332,Porto,13911213,Rua,de,,,O Primeiro de Janeiro,,Estádio do Bessa,,,4100,365,PORTO
13,12,38332,Porto,13911213,Rua,de,,,O Primeiro de Janeiro,,Impares de 13 a 169E,,,4100,366,PORTO
13,12,38332,Porto,13911213,Rua,de,,,O Primeiro de Janeiro,,Impares de 239 a 475,,,4100,367,PORTO
13,12,38332,Porto,13911213,Rua,de,,,O Primeiro de Janeiro,,Pares de 20 a 478,,,4100,365,PORTO
13,12,38332,Porto,1391213,Rua,dos,,,Anjos,Bairro Costa Cabral,Impares de 359 a 611,,,4350,038,PORTO
13,12,38332,Porto,1391213,Rua,dos,,,Anjos,Bairro Costa Cabral,Impares de 9 a 315,,,4350,037,PORTO
13,12,38332,Porto,1391213,Rua,dos,,,Anjos,Bairro Costa Cabral,Pares de 14 a 284,,,4350,035,PORTO
