Pinheiro Manso,
Pinheiro Torres de Meireles,
Pinho Leal,
Pintassilgos,
Pinto Bessa,
Pinto Correia,
Pirmin Treku,
Pisca,
Plácido da Costa,
Plátanos,
Poço das Patas,
Poente da Colónia do Doutor Manuel Laranjeira,
Poente da Quinta do Almor,
Poeta,
Pombal,
Pombeiro,
Ponte do Gato,
Ponte Nova,
Porta do Sol,
Porto,
Porto Feliz,
Porto Santo,
Poveiros,
Póvoa,
Póvoa de Varzim,
Praia,
Prazeres,
Preciosa,F
Prelada,
Presa da Agra,
Presa de Contumil,
Presa Velha,
Preto,
Primeira,
Príncipe,
Priorado,
Privada,
Progresso,
Públia Hortênsia,
Quanza,
Quinta,
Quinta Amarela,
Rafael Bordalo Pinheiro,M
Raimundo de Macedo,
Rainúnculos,
Ramada Alta,
Ramadinha,
Ramalde do Meio,
Ramalho Fontes,
Ramalho Ortigão,
Ranha,
Raúl Brandão,M
Raúl Caldevilla,M
Raúl Casimiro,M
Raul Castro,M
Raúl Dória,M
Raúl Peres,M
Rebelo da Costa,
Reboleira,
Recanto,
Redondelo,
Regado,
Regeneração,
Rego Lameiro,
Régulo Magauanha,
Reinaldo Oudinot,M
Relógio,
República,
Requesende,
Resende Dias,
Residêncial do Lima,
Restauração,
Revilão,
Revista A Águia,
Revista O Tripeiro,
Ribeira,
Ribeira Grande,
Ribeira Negra,
Ribeirinho,
Ribeiro,
Ribeiro de Sousa,
Ribeiro Sanches,
Ricardo Jorge,M
Ricardo Severo,M
Rio,M
Rio da Bica,M
Rio da Vila,M
Rio Tinto,M
Rio Torto,M
Rita de Jesus,F
Robert Auzelle,M
Roberto Frias,M
Rocha Martins,
Rocha Peixoto,
Rocha Pereira,
Rodolfo de Abreu,M
Rodolfo de Araújo,M
Rodrigo Álvares,M
Rodrigues de Freitas,M
Rodrigues Lobo,M
Rodrigues Sampaio,M
Rodrigues Semide,M
Rogério Azevedo,M
Rolas,
Roleto,
Roliça,
Roque da Lameira,M
Roriz,
Rosário,F
Rosas,
Rosendo,
Rosmaninho,
Rotary Internacional,
Rovuma,
Rua da Chã,
Ruben A,M
Rui Barbosa,M
Rui de Pina,M
Rui de Serpa Pinto,M
Rui Faleiro,M
Rui Lourenço Távora,M
Ruy Luís Gomes,M
Sá Albergaria,
Sabrosa,
Sacadura Cabral,
Sacramento,
Sá da Bandeira,
Sá de Miranda,
Sado,
Sagres,
Sal,
Salado,
Salazares,
Saldanha,
Salgueiral,
Salgueiro Maia,
Salgueiros,
Salvador,M
Samodães,
Sampaio Bruno,
Sancho II,M
Sande,
Sá Noronha,
Santana,
Santana Dionísio,
Santiago,M
Santo,M
Santos Pousada,
São Cosme,
Sarah Afonso,F
Saraiva de Carvalho,
Sarmento de Beires,
Saudade,
Sé,
Sebastião,M
Sebastião de Resende,M
Sécias,
Segunda,
Seixal,
Senhorinha,F
Sereias,
Serpa Pinto,
Serralves,
Serrubia,
Setúbal,
Severo Portela,M
Sidónio Pais,
Silva,
Silva Monteiro,
Silva Pereira,
Silva Porto,
Silva Ramos,
Silva Tapada,
Silveira,
Soajo,
Soares Correia,
Soares de Passos,
Soares dos Reis,
Sobreiras,
Sobreirinho,
Sobre-o-Douro,
Sobre-O-Douro,
Sociedade Nacional de Fósforos,
Sociedade Protectora dos Animais,
Soeiro Mendes,
Soeiro Pereira Gomes,
Sol,F
Sophia,F
Sousa Ávides,
Sousa Caldas,
Sousa Dias,
Sousa Júnior,
Sousa Pinto,
Sousa Rosa,
Sousa Viterbo,
Souto,
Souto de Contumil,
Sport Comércio e Salgueiros,
Stephen R. Stoer,M
Taipas,
Tâmega,
Tânger,
Tapada de Santo António,
Tareija Vaz de Altaro,
Teatro,
Teixeira de Pascoais,
Teixeira de Vasconcelos,
Teixeira Lopes,
Tejo,
Telheira,
Teodoro Sousa Maldonado,M
Teófilo Seyrig,M
Terceira,
Teresa,F
Terreirinho,
Terreiro,
Tiago de Almeida,M
Tílias,
Timor,
Tirares,
Tirso,
Tito Fontes,M
Tomás Gonzaga,M
Tomás Ribeiro,M
Tomaz Soller,M
Tomé,M
Tomé de Sousa,M
Tomé Pires,M
Toro,
Torreira,
Torrinha,
Trancoso,
Trás,
Travagem,
Trevo,
Trindade,
Trindade Coelho,
Trinitária,
Tristão da Cunha,
Tua,
Tulipas,
Túnel,
Túnel da Ribeira,
Túnel das Antas I,
Túnel das Antas II,
Túnel das Goelas de Pau,
Túnel dos Almadas,
Universo,
Valadim,
Valdevez,
Vale Formoso,
Valongo,
Valpaços,
Valverde,
Vandoma,
Vanzeleres,
Vanzeller,
Vasco da Gama,M
Vasco Lima Couto,M
Vasco Lobeira,M
Vasco Valente,M
Vasques de Mesquita,
Veloso,
Veloso Salgado,
Veludo,
Venezuela,
Vera Cruz,F
Verdades,
Verde,
Veríssimo,
Vermoim,
Vez,
Viana da Mota,
Viana Lima,
Via Sacra,
Vicente,M
Vicente da Soledade e Castro,M
Vicente José de Carvalho,M
Vidago,
Vidal Pinheiro,M
Videiras,
Vieira da Silva,
Vieira Portuense,
Vigorosa,
Vila Cova,
Vila do Conde,
Vila Nova,
Vila Nova de Foz Côa,
Vilar,
Vilarinha,
Vilas Boas,
Vimara Peres,
Vimeiro,
Vimioso,
Violetas,
Virgílio Pereira,M
Virgínia de Moura,F
Viriato,M
Virtudes,
Viso,
Vítor,M
Vitória,F
Vitorino Damásio,M
Vitorino Nemésio,M
Vizela,
Vouga,
Xavier Coutinho,M
Zaire,
Zambeze,
Zêzere,
Zínias,
